person,home_x,home_y
10070,723114.6640676508,5423702.532946942
10071,722866.059178121,5424020.280504278
10072,723028.2149876553,5424614.943693249
10073,722869.3956853513,5424509.570443234
10074,722950.9124814809,5423858.604290063
10075,722927.3299163092,5423930.169674751
10076,722706.5212943392,5424512.798042698
10077,723205.8475918655,5424775.340991916
10078,722915.7182419392,5424890.795938897
10079,722835.7634689511,5424786.739184993
1008,694667.3610135353,5419210.347921725
10080,722907.6972116197,5423557.588696903
10081,722498.3503937522,5424546.132731326
10082,722708.0767540401,5424512.482649381
10083,722703.9163976412,5424454.034885869
10084,722780.8524902362,5424434.898473598
10085,722779.8819165883,5424412.897360884
10086,723014.0064302962,5423632.452815196
10087,722704.7484666955,5424020.412896766
10088,723250.6160416591,5423864.976381109
10089,722739.7905044418,5424731.3171954295
1009,694227.6437640154,5419441.59617444
10090,723279.9862684372,5423741.649297147
10091,723022.0115326273,5423725.831900081
10092,722544.0272133421,5424626.221075756
10093,723136.4256330489,5423727.84428794
10094,722719.9133800328,5424764.611489478
10095,723213.6151709417,5424747.756569431
10096,722745.137775542,5424238.212320806
10097,722843.7631676219,5424851.498057856
10098,723299.6790852135,5423827.633778974
10099,722792.9783254823,5424366.664422697
101,678348.9302480035,5404213.061949886
1010,694314.1085731887,5419373.138096229
10100,723261.9688007097,5424478.455696845
10101,723269.3261683149,5423751.17477673
10102,722419.0143945214,5424161.157584611
10103,722423.8976006956,5424282.198783637
10104,722803.7303204252,5424192.539735041
10105,722572.6555365134,5424272.6360307885
10106,722800.5416861179,5424150.3793424945
10107,722991.540421283,5424866.415252552
10108,722571.0166768122,5424147.834796483
10109,722896.422063889,5423703.155014253
1011,694387.5955850395,5419439.071692479
10110,723271.0498676272,5424829.5099140955
10111,722707.8311461246,5424505.76060772
10112,723124.281582136,5424849.113697236
10113,722918.309021406,5424594.002382724
10114,722673.9300111202,5424521.188343763
10115,722837.0095174151,5424452.999205191
10116,722804.8776006261,5424393.867292405
10117,722500.1637224441,5424017.288859717
10118,723135.9801438756,5423872.758280217
10119,722897.0424289914,5424525.698549894
1012,694164.7455524477,5419485.490889994
10120,722715.4270895644,5424016.7183410525
10121,722797.8474877035,5424832.223223421
10122,723390.8590994829,5423742.910015926
10123,722797.8596601895,5424789.518426916
10124,722984.6664539161,5424582.133612472
10125,723080.0195645371,5424708.429257952
10126,722725.3332073577,5424344.039875534
10127,723272.9710178615,5424892.635464005
10128,722749.4118496084,5424170.356483274
10129,723027.1943977186,5423812.071673478
1013,693942.5642602299,5419437.848268856
10130,722787.8235964123,5424123.790663674
10131,722870.1362993447,5424887.208598476
10132,723022.1684605896,5423750.798702926
10133,723165.6194035888,5423582.698113686
10134,722958.510396525,5424038.728214242
10135,722589.9359812317,5424243.945464874
10136,723289.1207536133,5424696.27843527
10137,723065.103871529,5424576.59433942
10138,723282.2348585208,5424737.868349309
10139,723149.7309373175,5424530.25488248
1014,694876.6625030144,5419245.370908999
10140,722709.8887946808,5424393.207616009
10141,722524.9060141264,5424027.493182362
10142,722818.1748566391,5424108.505138032
10143,723086.130816402,5424730.527569126
10144,722617.7333425698,5424031.704740044
10145,722817.8474001552,5424860.220376851
10146,723199.185034702,5424860.38413376
10147,722954.1543078347,5424831.0931910975
10148,722506.4652280216,5424140.341975597
10149,722574.9399638346,5424466.357412156
1015,694667.0035049403,5419167.207147276
10150,722612.6708242795,5424006.096941962
10151,723264.577414464,5424637.237959513
10152,723033.5946435374,5424822.23038355
10153,723278.4665087973,5423521.996981789
10154,723084.6937498582,5424741.144071374
10155,722428.3096879724,5424188.867325386
10156,723091.0351478788,5423735.945087642
10157,722922.0158328479,5423709.819642247
10158,723023.6725670476,5424756.577995111
10159,722961.0526394366,5423652.758913982
1016,694703.0885630245,5419493.293015389
10160,722471.830699285,5424150.823704437
10161,722724.3067412161,5424435.563379021
10162,722953.1079403482,5424804.3933556825
10163,723294.2540873094,5424763.0103901485
10164,722885.8511826835,5424546.359103881
10165,722655.5447851644,5424674.6264896775
10166,722918.2740741988,5424001.5650533885
10167,722741.9991335311,5424657.1456311215
10168,723065.0344432999,5423821.94252238
10169,723580.8160134474,5424620.844055851
1017,695015.683191125,5419075.275406431
10170,722715.5603446992,5423914.868177993
10171,723044.6592089005,5424660.393589647
10172,722987.9620700792,5424478.849383689
10173,724161.5125855148,5425201.17920752
10174,723091.9607583715,5425446.881204235
10175,723069.9904375407,5425410.861154767
10176,722667.7899208146,5425212.475470083
10177,723476.3723389193,5425251.485362921
10178,722995.8126590805,5425120.842598324
10179,723807.494298407,5425010.472037233
1018,694112.0344383207,5419470.157266728
10180,722979.3538480859,5425119.727280386
10181,723357.057097578,5425417.889586637
10182,723810.6255984844,5425406.937183113
10183,723300.9311823316,5425371.714645305
10184,724050.7906876429,5425270.765467616
10185,723321.4452931444,5425249.058284208
10186,723233.1697183667,5425635.167312672
10187,724028.6126532328,5425278.73840872
10188,723445.0027319528,5425459.8322206475
10189,723373.4254578671,5425007.576832367
1019,694099.6163473155,5419316.842062649
10190,723584.6921890358,5425165.894202005
10191,723156.9206587762,5425674.433195096
10192,723101.5842924971,5425417.614056234
10193,723550.0979600161,5425414.515603894
10194,723693.8843470819,5425261.494294198
10195,723858.8386620341,5425370.59661811
10196,723295.8669601084,5425234.21779104
10197,723344.6925241792,5425299.0359978555
10198,723830.9739126706,5425153.19251777
10199,723392.1189424567,5425456.359914449
102,678503.0894252303,5404270.201023431
1020,694531.2782365748,5419452.966119522
10200,723323.7336173708,5425460.172930026
10201,722901.6074442958,5425267.316575353
10202,723564.82020041,5425440.979212267
10203,724026.454478287,5425265.635578381
10204,723567.967946247,5425251.194169565
10205,723184.9437924838,5425680.159050648
10206,723331.001581206,5425136.407367604
10207,724170.8148069024,5425276.908791179
10208,722675.5026024714,5425509.107086132
10209,724122.3984354894,5425256.861625642
1021,694909.2432024826,5419402.225733805
10210,722714.9481753794,5425344.956821904
10211,723596.2532414126,5425071.866398069
10212,723533.2220171856,5425361.281192053
10213,723928.9477780426,5425342.263931995
10214,723134.603678633,5425403.070039264
10215,723343.9683440429,5425213.246405471
10216,723429.6733774667,5425429.5566999
10217,723338.5600373242,5425236.667498979
10218,723355.623575033,5425346.940398354
10219,723397.0621403923,5425364.905630531
1022,694166.2176880429,5419477.402557877
10220,723482.1217283935,5425470.332764864
10221,722745.9902467368,5425642.677714129
10222,723667.9578693273,5425290.6793602
10223,723133.0127485028,5425773.346359017
10224,723023.1808237691,5425474.997430672
10225,722887.000869951,5425202.391366086
10226,723695.0595193607,5425440.597382205
10227,722917.0229814416,5425300.809274958
10228,723122.2097474918,5425221.863489926
10229,723373.9729864885,5425339.487946945
1023,694312.7071837479,5419236.109246473
10230,723258.4664357848,5425416.560348504
10231,723558.8302381821,5425236.822832711
10232,722794.2837728993,5425471.418739531
10233,723890.2806572214,5425003.633932756
10234,723166.3508965513,5425420.099525685
10235,723373.5221643867,5425318.536275001
10236,723812.4336196497,5425269.01830006
10237,723434.7347132784,5425408.638034028
10238,723381.627242474,5425347.547107662
10239,723101.571028878,5425204.652469548
1024,694763.7726699248,5419115.296051906
10240,723356.6127271666,5425336.92494689
10241,724090.2915383412,5425370.11209762
10242,723121.5769684106,5425731.615828185
10243,723303.8317562711,5425301.04918118
10244,722706.9180457565,5425236.390207327
10245,722818.296721451,5425381.091261143
10246,723251.3037138733,5425587.668854336
10247,722960.7968786249,5425391.054806557
10248,723669.8438937888,5425257.647242246
10249,722866.8752392709,5425248.6868451135
1025,694174.6227092871,5419384.71027595
10250,723297.6339539298,5425559.833881186
10251,722997.9102234284,5425277.152436114
10252,723003.5680386663,5425344.330618535
10253,723623.4490100073,5425366.666082391
10254,723174.0471497603,5425583.749388396
10255,723968.4255705591,5425454.049307727
10256,723301.4414823708,5424926.911063696
10257,723311.782640502,5425459.631849704
10258,723439.2765009047,5425451.75574857
10259,723306.1993102516,5425330.764852444
1026,694725.7390861518,5419350.454553794
10260,723513.1664794243,5424989.800456758
10261,724189.6580332424,5425299.255234132
10262,723461.275397542,5425471.960287752
10263,723720.2197710759,5425475.273963669
10264,722726.1502962088,5425651.397099648
10265,723757.0934106361,5425309.803117701
10266,723116.3429801167,5425564.332793667
10267,722795.2274463899,5425356.2415461335
10268,723459.783546865,5425422.01486189
10269,723154.6153911244,5425504.164529233
1027,694520.1125729369,5419237.901351133
10270,723290.8365795644,5425354.578855673
10271,723305.9911982754,5425168.378552348
10272,723440.5563395205,5425418.69988757
10273,724155.8436929634,5425322.206298945
10274,722655.4331554894,5425492.589432884
10275,723257.0458289267,5425477.477119065
10276,723977.9699909869,5425433.620490311
10277,722970.9557554116,5425242.272209008
10278,722636.4220618019,5425268.769456551
10279,723930.4083480646,5425371.947605607
1028,694966.7458393032,5419405.108287899
10280,724008.2690708046,5425410.754389089
10281,723389.7284381526,5425381.766939731
10282,723020.5954106996,5425434.022154863
10283,723460.8111013346,5425383.794082738
10284,723958.3848456491,5425339.600272091
10285,723268.7052704042,5425498.919130064
10286,723245.5582213706,5425288.624325451
10287,723942.702981122,5425282.352188134
10288,723381.2099793402,5425447.581327347
10289,724017.8653814974,5425391.641011917
1029,694303.5188894683,5419291.411759664
10290,723392.1303801624,5425487.732048147
10291,723975.245888135,5425222.319099548
10292,723419.2560253347,5425496.298386734
10293,723095.1749189076,5425468.651637852
10294,723284.8832179469,5425508.616858021
10295,724053.2427822732,5425368.818719801
10296,723207.020773468,5425111.837372443
10297,723048.8408659899,5425466.479667674
10298,723904.3429815648,5425324.643708981
10299,722799.0124588256,5425072.458191867
103,678493.2364823839,5404349.567305518
1030,694306.8502253965,5419388.293597273
10300,723342.532928531,5425336.755850622
10301,723711.812794721,5424976.000681023
10302,723381.3091413714,5425298.336002768
10303,722690.7897006242,5425290.741817999
10304,722998.8657388295,5425396.616829151
10305,723641.2080533789,5425444.938890734
10306,722967.871921031,5425598.307911409
10307,722589.1992650088,5425312.159827122
10308,723690.7206037062,5425272.034640264
10309,723085.9277458458,5425737.873745974
1031,694670.5778698085,5419272.97769664
10310,724155.6841844423,5425254.739312952
10311,722760.8169698864,5425429.06781899
10312,723799.8746639001,5425229.500900756
10313,723978.1716269893,5425204.356449741
10314,724120.8881960608,5425349.688789587
10315,724046.8313347141,5425432.046018957
10316,723198.1080076114,5425730.7232429525
10317,722887.8506668534,5425495.246480701
10318,724150.8620884899,5425322.03062326
10319,723185.725247676,5425705.006042903
1032,689916.9915334275,5418909.712916438
10320,723106.3916001437,5425658.536118875
10321,723124.7505735779,5425367.119840655
10322,723596.3603280894,5425393.938094224
10323,723451.16872013,5425354.878658433
10324,723098.7787208366,5425397.527839281
10325,723111.8711943122,5425410.580210383
10326,723096.1525063249,5425528.952402783
10327,723952.969560149,5425459.813321801
10328,723053.4718901456,5425643.443575933
10329,722745.1377845379,5425260.36221137
1033,689893.8408238317,5418796.23032748
10330,723060.6435190301,5425719.028438295
10331,723058.2941549016,5425720.436474205
10332,723697.5565857356,5425272.57873797
10333,723441.8644142682,5425389.793936105
10334,723579.373041646,5425009.249656683
10335,723648.2853586574,5425310.445476042
10336,723895.1698273808,5425270.885999812
10337,723136.1190183768,5425793.729037897
10338,723678.9252823569,5425400.328717172
10339,723128.0859471402,5425541.293878174
1034,689734.3171188091,5419169.5770989675
10340,724049.6729783606,5425376.27321144
10341,723891.7857403359,5425334.690415181
10342,723924.6516452268,5425253.187078934
10343,723102.2327259033,5425320.337031128
10344,724065.0576167923,5425265.854895974
10345,723054.6023114668,5425512.437275692
10346,722961.1455845811,5425522.137894563
10347,723819.9247622999,5425272.853641852
10348,722690.8472484122,5425227.460079344
10349,723983.9954678634,5425254.22666231
1035,690181.1712125248,5418345.181039689
10350,723185.5372301061,5425672.82048934
10351,723165.9825198967,5425534.429741888
10352,723290.9763192342,5425656.258846796
10353,723153.1937029085,5425401.495615205
10354,723941.3196687909,5425306.596061889
10355,723091.020434852,5425384.454176943
10356,723066.5089572573,5425593.315913235
10357,723833.8667642897,5425289.972875297
10358,723360.1666385361,5425118.567631566
10359,723297.8667770723,5425216.810733807
1036,690353.2973445778,5418360.868803104
10360,723544.4762252081,5425185.460455804
10361,723558.1722116286,5425170.989454672
10362,722971.2000191022,5425524.273536624
10363,723708.2243170111,5425358.595747005
10364,723355.3804322896,5425228.408676644
10365,723284.343066149,5425362.565322145
10366,723075.8271976816,5425736.103501123
10367,722827.764538812,5425396.930595262
10368,723043.480378238,5425422.858189774
10369,723318.1555645339,5425467.4355939785
1037,689944.1397704455,5418509.164583123
10370,723262.8050545597,5425384.480689784
10371,723201.0276057479,5425592.290829268
10372,723302.1475450948,5425424.714304177
10373,724035.9830239611,5425253.653642977
10374,722807.0317642905,5425178.747098773
10375,723598.5533278855,5425363.572876277
10376,723162.5169524528,5425667.313412432
10377,723104.9352376302,5425056.750056018
10378,723250.8465947133,5425414.232891649
10379,723264.451381461,5425526.913214828
1038,689739.6666353937,5419170.189050958
10380,723675.0739485247,5425245.579894474
10381,722973.1368538741,5425232.974158496
10382,723495.2976310513,5424948.119305778
10383,723950.5096057319,5425433.703691931
10384,723989.8155651286,5425450.391092932
10385,722698.0648997285,5425276.609369946
10386,723277.9913438587,5425256.106703215
10387,723596.0765625301,5425075.5104219625
10388,723187.996571033,5425753.562426705
10389,723350.0151875848,5425316.159523441
1039,690329.1407445897,5418484.159279639
10390,723333.5029084944,5424991.664295037
10391,723681.0556243304,5425357.260608003
10392,723965.6216205204,5425254.042179082
10393,723409.0146820394,5425207.423919025
10394,723797.1638543139,5425333.802383191
10395,723114.2555106079,5425651.609335449
10396,723616.6036475023,5425273.421641509
10397,723089.473752633,5425266.885678405
10398,723528.3848192169,5425422.671417517
10399,723945.0590591176,5425412.329674931
104,678150.468630548,5399049.31660776
1040,696688.0401029371,5422059.11339994
10400,723613.5361938195,5425397.308339711
10401,723660.2379884489,5425339.287003896
10402,723860.9248764514,5425339.877516185
10403,723027.139844041,5425529.419879717
10404,723447.4063808991,5425053.921775793
10405,723571.2769806198,5425045.468561679
10406,723301.9566798764,5425419.700252739
10407,723687.2961219006,5425263.689757213
10408,723253.9541182369,5425294.3896865
10409,723405.2782193462,5425351.5553439455
1041,697031.213489079,5421831.456003435
10410,722740.1738831628,5425340.350806089
10411,722995.4301343085,5425602.343977178
10412,723412.9367721224,5425342.982468619
10413,723295.0901161962,5425666.06740001
10414,723662.7072443397,5425062.285735842
10415,723473.0027772211,5424943.407178039
10416,723131.4024295908,5425534.440112193
10417,723520.7853254413,5425032.178685072
10418,723449.9871775034,5424933.765558196
10419,723925.9728389381,5425302.852357601
1042,696778.4911834785,5421974.183761237
10420,723084.9203079522,5425341.110274976
10421,723320.3434600146,5425495.809239644
10422,724082.104731364,5425452.709734397
10423,722809.1299089291,5425489.875688363
10424,723574.4885822664,5425214.16933582
10425,723145.9400044832,5425518.451596215
10426,723456.9280147346,5425341.3471680675
10427,723472.0447897167,5425227.82168055
10428,723438.966553759,5425402.242618363
10429,724110.1900956515,5425402.868711288
1043,696393.391822873,5421980.053815566
10430,723344.407827848,5424992.159951983
10431,723169.5068520192,5425525.609530493
10432,723704.8357557165,5425282.848452213
10433,723208.896103145,5425580.123402637
10434,723464.2731374323,5425416.642436679
10435,723123.7607592585,5425673.56664393
10436,723770.5297863017,5425240.9347961405
10437,723787.9821369014,5425276.3029602375
10438,723159.7227486908,5425600.92664708
10439,723673.033248729,5425467.347132865
1044,696927.1786508398,5421832.413045622
10440,722680.7706343565,5425434.835622215
10441,723470.5630131494,5425392.636627258
10442,723176.490669696,5425647.2116929665
10443,723111.440392763,5425738.46917738
10444,722688.6025188344,5425277.816555861
10445,723463.2460514171,5425202.914878634
10446,723705.7789818714,5425210.690412767
10447,723381.7974231624,5425271.447263624
10448,723092.3389052476,5425630.878119853
10449,723774.299158604,5425427.290829339
1045,696243.6495587752,5422319.273999176
10450,723100.3580227012,5425526.372372712
10451,723438.8653514328,5425098.999389261
10452,723182.0725559865,5425566.644042108
10453,722575.0449403153,5425410.5168544315
10454,723977.3165476692,5425437.723816544
10455,722845.7375250981,5425559.217970425
10456,723347.8000163605,5425445.27208677
10457,723019.3206524531,5425458.753840567
10458,723283.5815836616,5425430.464842895
10459,723589.5676383321,5425020.839349482
1046,696537.1940372337,5422079.526722086
10460,723106.460752418,5425598.266077165
10461,723048.491586352,5425500.023110116
10462,723836.6702653024,5425240.117165358
10463,723118.1340964776,5425708.885667587
10464,723560.8267939254,5425309.188392079
10465,724002.2976947167,5425418.576709084
10466,723443.9535474165,5425211.864413568
10467,722852.1399598772,5425313.229658044
10468,723326.832034332,5425259.051571906
10469,723116.4515583502,5425561.361130833
1047,696648.3338508063,5422284.788227572
10470,722882.0824181339,5425503.550950879
10471,723999.9775478734,5425258.981648622
10472,723364.8853072547,5425315.686987878
10473,723361.5852824816,5425412.878533061
10474,723457.9894621965,5425342.352392776
10475,722556.0887284385,5425292.051443104
10476,723843.1645075172,5425276.056252255
10477,723854.5610301885,5425389.239665159
10478,723384.0661783468,5425432.988842436
10479,723222.6652368426,5425608.923383565
1048,696679.5721279595,5422029.676860308
10480,723415.3365897876,5425396.525315966
10481,723188.517769453,5425523.282798029
10482,722660.1290657894,5425290.73860197
10483,723332.2783059537,5425421.3228576165
10484,723299.267530491,5425516.311365347
10485,723596.2468102331,5425158.56946925
10486,722931.7277091695,5425441.230532885
10487,723328.3104235679,5425165.394879102
10488,722549.3050930769,5425318.866001045
10489,723186.0426565359,5425495.236343962
1049,696520.870089374,5422086.273296395
10490,722727.5904275276,5425548.272508849
10491,723082.6957072204,5425751.443705872
10492,723555.6596889801,5425117.642151629
10493,722893.5655523312,5425310.301350556
10494,723128.8365518481,5425766.387458979
10495,723141.1391740063,5425422.5494730435
10496,723266.7775387233,5425263.9348797845
10497,723276.9527773411,5425335.837378208
10498,723994.187187821,5425391.679705615
10499,723913.2162074201,5425430.231607407
105,678611.1110060398,5399304.333586087
1050,696853.9822916295,5422008.334002365
10500,723513.3827470334,5425427.444703158
10501,723833.0908102494,5425320.090912356
10502,722809.2033087864,5425638.348808298
10503,723439.602141997,5425134.159855851
10504,723850.3387803036,5425375.791552582
10505,723224.0827298671,5425409.335629261
10506,723094.2379961733,5425529.162044975
10507,722968.5083636733,5425387.78626595
10508,722973.6170091643,5425606.221357607
10509,723136.2524867449,5425313.703682269
1051,696410.9787044827,5422182.562363644
10510,723658.1864455615,5425171.199526577
10511,723364.4406081814,5425227.340797822
10512,723383.9964530366,5425033.266037374
10513,723428.408739765,5425291.43897156
10514,723045.7857817494,5425535.485689478
10515,722993.0061914467,5425460.724110567
10516,723788.3132073871,5425144.6201807475
10517,723304.5376184405,5425650.510842827
10518,724106.9221342577,5425399.505418244
10519,723975.1509977253,5425297.1011019265
1052,697169.9301990863,5422018.140347759
10520,723490.2692583292,5424978.002322545
10521,723600.9013292037,5425353.048227085
10522,723216.6398041216,5425555.806456429
10523,723348.1356606873,5424962.443156293
10524,723560.8409862516,5425364.704376267
10525,723893.8132443188,5425224.933728619
10526,723890.2287320073,5425315.240685797
10527,723093.7169309469,5425700.56345846
10528,722914.719584784,5425442.291905922
10529,722794.1441263969,5425515.623672694
1053,696927.5759000032,5422004.476925437
10530,723087.5699635623,5425536.195675999
10531,724005.6075379188,5425400.505067289
10532,722831.4537229536,5425626.796998248
10533,723520.3538236605,5425441.903951505
10534,723411.0454267344,5425243.190841844
10535,724077.741162804,5425424.241802926
10536,723085.9663294868,5425745.052817413
10537,724081.428701603,5425427.654527434
10538,723335.0643166818,5424947.234074741
10539,723955.7823757584,5425400.6165120015
1054,696741.5592258899,5422076.105919408
10540,722971.0523322538,5425569.893066077
10541,723197.4476390136,5425650.269966625
10542,722996.3810132755,5425038.427884009
10543,723557.2622735451,5425198.126116499
10544,723782.220699232,5425427.408876391
10545,723716.303086352,5425410.501333135
10546,722689.7563930468,5425662.618282743
10547,723177.903708853,5425657.033650853
10548,722953.3009441334,5425557.649335574
10549,723376.1925041388,5425220.4872822575
1055,697116.0401141278,5422026.0648528645
10550,723384.4181657863,5425451.462807427
10551,723709.3675081837,5425466.250557194
10552,723358.016517124,5425440.651504976
10553,723348.8324264978,5425442.181499636
10554,723004.0809299579,5425483.9308150485
10555,723344.2748599886,5424979.477039102
10556,723155.1389818232,5425435.059542765
10557,723814.8896499439,5425287.331863662
10558,723311.3733817446,5425381.660964886
10559,723341.566734502,5425169.98958601
1056,697147.9974113139,5421840.30126629
10560,723046.2528750392,5425533.383248294
10561,723471.2044809889,5425070.329088963
10562,723131.1904123982,5425509.501861222
10563,723869.0674173617,5425422.3319575675
10564,723551.1444758277,5425408.903310494
10565,722991.3739522436,5425371.420076491
10566,722502.9411444605,5425336.260327215
10567,723317.5751733645,5425668.69290471
10568,723339.2949652583,5425049.000324482
10569,723839.080671393,5425282.167374725
1057,697141.5399907551,5421897.911303369
10570,723020.6405065779,5425578.908597552
10571,724176.1985118518,5425331.731873325
10572,723136.0579267706,5425431.229551267
10573,723430.4409269459,5425176.396800981
10574,722967.9605061243,5425332.796813894
10575,724021.857786928,5425414.660450851
10576,722921.7108137978,5425475.412491809
10577,722799.5874828112,5425167.300882394
10578,723309.0047057681,5425002.376092418
10579,724193.2660345394,5425218.396113187
1058,697088.4401763274,5421912.830523501
10580,723157.890555479,5425223.573097345
10581,723422.9256951247,5425425.00926983
10582,723878.9974676735,5425406.06975192
10583,722959.5374774627,5425546.560618156
10584,723230.1377616259,5425255.682071632
10585,723344.6824738266,5425492.96693186
10586,723950.89791256,5425290.193920521
10587,723130.7247851677,5425796.353694131
10588,724081.8658226352,5425470.586193173
10589,723252.2632618452,5425550.286065215
1059,696764.9957289671,5422016.153172627
10590,723325.5478561722,5425468.337807015
10591,722700.1538908221,5425425.027879945
10592,723983.3004545204,5425293.830552225
10593,723374.5161586469,5425298.06649201
10594,723969.2133225158,5425393.738505748
10595,722780.8387933761,5425287.925075905
10596,723070.0694548897,5425659.070447783
10597,723685.7466677824,5425107.618335969
10598,723869.8980374845,5425208.096061381
10599,722728.7296744764,5425603.73101938
106,678347.699861989,5399299.3407067675
1060,696603.9660654349,5422092.371896587
10600,723229.3272669098,5425309.686787494
10601,723002.2151165924,5425517.001762537
10602,723713.5385294012,5425204.867516858
10603,723053.4175848837,5425703.82744158
10604,723378.9323102651,5425638.867789227
10605,723395.3243949251,5425209.604191589
10606,723134.4084621436,5425672.1869634
10607,722673.2774695449,5425593.013985792
10608,723049.2934520735,5425517.531745825
10609,723702.5594023463,5425256.168414123
1061,696506.5537701888,5422055.150022381
10610,723128.160372654,5425207.64930448
10611,723326.9688426948,5425215.5330730025
10612,724086.8131341541,5425209.600780825
10613,724197.0943780668,5425237.232884101
10614,723210.7678194882,5425625.226851974
10615,723130.8537774963,5425346.257693235
10616,723011.6072457738,5425580.032056874
10617,724148.1004590244,5425368.187946999
10618,722748.9428230742,5425611.105522222
10619,723718.5003459867,5425346.772826044
1062,697372.844742631,5422019.37076808
10620,723800.6318126932,5425275.951672778
10621,723400.0882519047,5424977.86945447
10622,723072.3946989215,5425543.099601954
10623,723059.2047553718,5425623.328685462
10624,723092.6634910394,5425671.227449885
10625,724082.9954922557,5425226.388776323
10626,723747.9609855404,5425216.714792304
10627,723718.591429181,5425465.6742067365
10628,723310.7102898323,5425308.567598453
10629,722758.4075061393,5425601.157205705
1063,696358.112336883,5422097.645794898
10630,723256.3821612957,5425162.674344941
10631,723342.5784288798,5425350.84236438
10632,722949.8909148697,5425520.756114613
10633,723578.4234886213,5425449.343610967
10634,723888.5929900188,5425288.342868062
10635,724076.7926259275,5425223.15695159
10636,723206.012962072,5425513.991799269
10637,724105.7392384086,5425335.578024193
10638,723102.2088775787,5425753.077538461
10639,723329.2201378077,5425396.291244505
1064,696571.6766077939,5422056.249066295
10640,723305.5387189612,5425499.678842031
10641,722634.2263664828,5425400.934131301
10642,723313.9608844351,5425237.486144068
10643,722747.2232882902,5425432.873857344
10644,723522.5307566548,5424990.671596048
10645,723461.1615180711,5425099.221730301
10646,723667.6722564178,5425457.521910972
10647,722684.9978915005,5425302.914121133
10648,723556.435007081,5424995.854175503
10649,722852.3565421351,5425314.61141627
1065,697058.6363084754,5421944.852912827
10650,723887.7866926595,5425249.802025792
10651,723587.6783307181,5425073.829433582
10652,723162.780608893,5425506.393010655
10653,722806.7922783374,5425596.912810318
10654,723402.9935231832,5425207.145163399
10655,723639.8348511674,5425445.322427496
10656,724045.6942739445,5425365.650146407
10657,723933.1990746509,5425272.249033878
10658,723945.7974977152,5425248.257771996
10659,723883.977909444,5425401.38823327
1066,696911.6114761031,5421906.499938018
10660,723113.0333495503,5425215.691589549
10661,723998.6974580793,5425385.99225458
