accessStopId;accessLinkId;egressStopId;egressLinkId;queryCount
359;37211237#3;258;-25403458#0;16
36;-35378917;258;-25403458#0;12
360;-90066146#2;258;-25403458#0;5
361;-495052438;258;-25403458#0;5
362;-279207536#0;258;-25403458#0;4
363;-37719526#2;258;-25403458#0;3
364;-27256834;258;-25403458#0;3
365;-27256834;258;-25403458#0;11
366;-88728582;258;-25403458#0;9
367;-791389607#0;258;-25403458#0;6
368;-35564835;258;-25403458#0;10
369;-35564835;258;-25403458#0;3
37;-28997388;258;-25403458#0;5
370;-36906751#1;258;-25403458#0;7
371;-367451607;258;-25403458#0;5
372;-367451608;258;-25403458#0;2
373;-367451608;258;-25403458#0;11
374;-367451608;258;-25403458#0;8
375;-48652227#0;258;-25403458#0;4
376;-27021139;258;-25403458#0;1
377;322188134;258;-25403458#0;6
378;-27142867;258;-25403458#0;7
379;322186090;258;-25403458#0;10
38;-137409763;258;-25403458#0;5
380;-36906750;258;-25403458#0;5
381;-137520678;258;-25403458#0;6
382;-137520678;258;-25403458#0;4
383;-174686807#0;258;-25403458#0;4
384;-88710312;258;-25403458#0;3
385;-8663937#9;258;-25403458#0;2
386;-299679029;258;-25403458#0;2
387;-485834406#0;258;-25403458#0;3
388;-25928418#4;258;-25403458#0;2
389;-126116433#1;258;-25403458#0;3
39;-28997388;258;-25403458#0;4
390;-190250988;258;-25403458#0;1
393;-974896245;258;-25403458#0;3
394;-174845120#0;258;-25403458#0;5
396;-174845124#1;258;-25403458#0;4
397;-88728602#2;258;-25403458#0;1
399;-194805774;258;-25403458#0;5
4;-37916478;258;-25403458#0;2
40;-28997388;258;-25403458#0;4
401;-115843066#4;258;-25403458#0;1
402;-277344621#1;258;-25403458#0;1
404;-26207894#0;258;-25403458#0;11
405;-26207890#5;258;-25403458#0;1
408;-29024895#1;258;-25403458#0;1
409;-25928920#1;258;-25403458#0;1
41;-186284462;258;-25403458#0;8
411;-26207571;258;-25403458#0;1
413;-88714990#1;258;-25403458#0;3
414;-35564834#7;258;-25403458#0;1
416;-88714990#1;258;-25403458#0;2
417;-47689910#0;258;-25403458#0;3
418;-651006623#3;258;-25403458#0;6
419;-47689907#1;258;-25403458#0;7
42;-830822808#2;258;-25403458#0;11
423;-35447334#3;258;-25403458#0;2
426;-35447332#1;258;-25403458#0;1
427;-29083497#2;258;-25403458#0;1
428;-36904577;258;-25403458#0;1
43;-137409746;258;-25403458#0;7
431;-36904571#2;258;-25403458#0;4
432;-41574862#4;258;-25403458#0;1
433;-25928519;258;-25403458#0;1
436;-26208125#1;258;-25403458#0;1
439;-279274892;258;-25403458#0;3
44;-968914713;258;-25403458#0;5
441;-25928910#2;258;-25403458#0;1
442;-25928926;258;-25403458#0;1
443;25928924;258;-25403458#0;1
444;-115843065#1;258;-25403458#0;1
447;-25928427#1;258;-25403458#0;1
449;-25916583#1;258;-25403458#0;1
45;-118322670#0;258;-25403458#0;4
454;-25928909#3;258;-25403458#0;1
455;-179549134;258;-25403458#0;3
456;-59151686;258;-25403458#0;2
458;-220736387;258;-25403458#0;2
46;-118330361#5;258;-25403458#0;2
461;-52378821#6;258;-25403458#0;1
463;-299679029;258;-25403458#0;2
464;-5079911;258;-25403458#0;1
465;-59151680#2;258;-25403458#0;2
466;-29086030#0;258;-25403458#0;3
467;-37619177#2;258;-25403458#0;3
468;-37619177#2;258;-25403458#0;2
469;-29086029#1;258;-25403458#0;2
47;-222061768#5;258;-25403458#0;3
470;-37619177#2;258;-25403458#0;1
471;-299070415#3;258;-25403458#0;1
473;-36791701;258;-25403458#0;1
474;-35447325;258;-25403458#0;1
475;-974889680;258;-25403458#0;1
477;-36885980#2;258;-25403458#0;1
479;-84547890#3;258;-25403458#0;1
48;-991566128;258;-25403458#0;1
480;-84547896#0;258;-25403458#0;1
482;-261539669;258;-25403458#0;1
483;-251203936;258;-25403458#0;2
485;-29083508#1;258;-25403458#0;1
489;-35564827#0;258;-25403458#0;1
49;-355270871;258;-25403458#0;3
495;-35419924#2;258;-25403458#0;1
496;-24625266#2;258;-25403458#0;1
498;-974889671;258;-25403458#0;1
499;-27363508#0;258;-25403458#0;1
5;-37916478;258;-25403458#0;4
50;-297516973#1;258;-25403458#0;2
507;-36885968#3;258;-25403458#0;1
51;-509498379;258;-25403458#0;1
516;-5019558;258;-25403458#0;1
52;-498029090;258;-25403458#0;3
525;-24218807;258;-25403458#0;1
526;-159426251;258;-25403458#0;1
53;-90113872#2;258;-25403458#0;2
530;-27255297#2;258;-25403458#0;18
531;-181275129#0;258;-25403458#0;4
532;-181275129#3;258;-25403458#0;1
534;-27255185;258;-25403458#0;16
535;-181275133#0;258;-25403458#0;1
536;-491914404#2;258;-25403458#0;1
537;-144080364#2;258;-25403458#0;3
538;-25859623;258;-25403458#0;11
539;-77412309;258;-25403458#0;1
54;-539717113;258;-25403458#0;3
540;-25026060#1;258;-25403458#0;13
541;-41571505#1;258;-25403458#0;5
542;-24908064#1;258;-25403458#0;2
543;-49602184#2;258;-25403458#0;5
544;-53471075#0;258;-25403458#0;5
546;53471063;258;-25403458#0;5
547;-49602185#3;258;-25403458#0;6
548;-26782327#0;258;-25403458#0;3
549;-93799283;258;-25403458#0;7
55;-76168493;258;-25403458#0;1
551;-25851823;258;-25403458#0;2
552;-53024265#2;258;-25403458#0;1
553;-53024265#1;258;-25403458#0;2
554;-26782324;258;-25403458#0;3
555;-53471059#0;258;-25403458#0;3
556;-490673217;258;-25403458#0;3
557;-54731261#1;258;-25403458#0;1
559;-55356621;258;-25403458#0;1
56;-45026548;258;-25403458#0;3
560;-55356623#4;258;-25403458#0;1
562;-24822803#0;258;-25403458#0;1
563;-135194315#1;258;-25403458#0;4
564;-89366867;258;-25403458#0;11
565;-988099029;258;-25403458#0;5
566;-593479526;258;-25403458#0;4
567;-73500901;258;-25403458#0;53
568;-81030468;258;-25403458#0;36
569;-24786223#1;258;-25403458#0;9
57;-45026548;258;-25403458#0;12
570;-98947039;258;-25403458#0;10
571;-39646525;258;-25403458#0;4
572;-24618804;258;-25403458#0;3
574;-39646520;258;-25403458#0;9
575;-41084690#0;258;-25403458#0;4
576;-310551177;258;-25403458#0;15
577;-24672604;258;-25403458#0;12
578;-28418720;258;-25403458#0;10
579;-33083171;258;-25403458#0;11
58;-45026548;258;-25403458#0;8
580;-440356609;258;-25403458#0;1
581;-77508106;258;-25403458#0;1
583;-86124303;258;-25403458#0;2
584;-41571495#0;258;-25403458#0;6
585;-28022225#0;258;-25403458#0;4
586;-24690609#1;258;-25403458#0;4
587;-41571244#0;258;-25403458#0;1
588;-28022225#3;258;-25403458#0;1
59;-45026548;258;-25403458#0;3
590;-102597702;258;-25403458#0;4
591;-24621756#2;258;-25403458#0;2
592;-163934874;258;-25403458#0;4
593;-38379352#0;258;-25403458#0;1
594;-367429060;258;-25403458#0;1
598;26735808;258;-25403458#0;1
599;-776830638;258;-25403458#0;1
6;-245778554;258;-25403458#0;7
60;-52118564#0;258;-25403458#0;4
602;-39180912#3;258;-25403458#0;1
603;-367429064#5;258;-25403458#0;1
608;-640236933#2;258;-25403458#0;1
61;-31453870;258;-25403458#0;5
611;-24672652#1;258;-25403458#0;1
612;-24672671#2;258;-25403458#0;2
617;-24644628#1;258;-25403458#0;1
618;-24644717#1;258;-25403458#0;1
62;-210191119#1;258;-25403458#0;14
621;-640236933#0;258;-25403458#0;1
622;-102597688;258;-25403458#0;2
623;-39198309;258;-25403458#0;5
624;-39198276;258;-25403458#0;3
625;-39198301#0;258;-25403458#0;1
626;-39198297;258;-25403458#0;1
627;-39198297;258;-25403458#0;2
629;-39198238#3;258;-25403458#0;3
63;-495847113#3;258;-25403458#0;4
631;-39198247#3;258;-25403458#0;1
632;-39198248;258;-25403458#0;1
634;-26735814;258;-25403458#0;2
635;-935032089;258;-25403458#0;5
636;-35818300#0;258;-25403458#0;1
637;-39928255;258;-25403458#0;18
639;-50865799#1;258;-25403458#0;2
64;-31453870;258;-25403458#0;1
640;-35818276#0;258;-25403458#0;2
641;-140042064#1;258;-25403458#0;5
642;-35818290#1;258;-25403458#0;1
645;-35818298;258;-25403458#0;3
646;-35818259#0;258;-25403458#0;9
648;-485508797#1;258;-25403458#0;1
65;-31453870;258;-25403458#0;2
650;-35818278#3;258;-25403458#0;1
651;-35818281#1;258;-25403458#0;1
653;-35818284;258;-25403458#0;5
656;-50002648#0;258;-25403458#0;5
657;-101835943#1;258;-25403458#0;5
658;-101835943#1;258;-25403458#0;3
659;-80716026#3;258;-25403458#0;5
66;-31453870;258;-25403458#0;1
660;-39181592#0;258;-25403458#0;1
661;-39199240;258;-25403458#0;1
662;-39199240;258;-25403458#0;1
664;-39186641#1;258;-25403458#0;1
666;-39184297#0;258;-25403458#0;1
667;-39181603#1;258;-25403458#0;1
668;-39181601;258;-25403458#0;1
67;-495026126#0;258;-25403458#0;3
679;-392474781#1;258;-25403458#0;1
68;-90148195#0;258;-25403458#0;11
683;-40931183#2;258;-25403458#0;1
684;-246684702#3;258;-25403458#0;1
686;-24054542#1;258;-25403458#0;4
687;-367429061;258;-25403458#0;2
688;-246684702#0;258;-25403458#0;3
689;-102221393;258;-25403458#0;1
69;-90256597#0;258;-25403458#0;31
690;-246684702#0;258;-25403458#0;2
695;-32702545;258;-25403458#0;2
697;-438239535#0;258;-25403458#0;2
698;-39207244;258;-25403458#0;4
699;-25026146#2;258;-25403458#0;1
7;-30228197#1;258;-25403458#0;6
70;-538365364;258;-25403458#0;49
700;-485508773#2;258;-25403458#0;1
701;-24786429#0;258;-25403458#0;1
706;-39179203#1;258;-25403458#0;1
707;-25026188#5;258;-25403458#0;1
71;-327752478;258;-25403458#0;20
716;-102221405#1;258;-25403458#0;1
718;-36523534#1;258;-25403458#0;1
719;-36523544#2;258;-25403458#0;1
72;-90113872#0;258;-25403458#0;7
722;-140288134;258;-25403458#0;1
724;-485575723#0;258;-25403458#0;1
728;-160584571;258;-25403458#0;1
73;-494998160;258;-25403458#0;1
732;-35013983#3;258;-25403458#0;1
737;-81406722#1;258;-25403458#0;1
738;-35013975;258;-25403458#0;8
739;-290409166#0;258;-25403458#0;4
74;-137387706#1;258;-25403458#0;6
740;-35013966#0;258;-25403458#0;7
741;-35869470#1;258;-25403458#0;2
742;-35823182#1;258;-25403458#0;5
743;-33179212;258;-25403458#0;4
744;-35823792;258;-25403458#0;4
745;-25383156#2;258;-25403458#0;3
746;-35823790;258;-25403458#0;3
747;-25383156#2;258;-25403458#0;2
748;-34870190;258;-25403458#0;4
749;-34870189#0;258;-25403458#0;5
750;-35823777;258;-25403458#0;3
751;-4475588#0;258;-25403458#0;3
752;-111092922;258;-25403458#0;6
753;-35214790#1;258;-25403458#0;5
754;-415290854;258;-25403458#0;1
755;-415290862;258;-25403458#0;2
756;-111092911#0;258;-25403458#0;4
757;-796958142#2;258;-25403458#0;1
758;-35214794#0;258;-25403458#0;2
759;-34870192#2;258;-25403458#0;2
76;-367435046#2;258;-25403458#0;12
760;-485926494;258;-25403458#0;4
761;-34850934;258;-25403458#0;1
762;-35013962;258;-25403458#0;1
763;-485926496;258;-25403458#0;1
764;-485926495;258;-25403458#0;5
765;-486848043#1;258;-25403458#0;2
766;-35013964#0;258;-25403458#0;7
767;-35013970#1;258;-25403458#0;5
768;-38281706;258;-25403458#0;5
769;-34697993#1;258;-25403458#0;1
770;-796958142#0;258;-25403458#0;2
771;-35200437#1;258;-25403458#0;3
772;-81239053#0;258;-25403458#0;5
773;-38754111;258;-25403458#0;4
774;-35200436#1;258;-25403458#0;2
775;-34870199#1;258;-25403458#0;4
776;-34870200#0;258;-25403458#0;1
777;-986012536;258;-25403458#0;4
778;-38569471#0;258;-25403458#0;3
779;-38569470#1;258;-25403458#0;5
780;-986012533;258;-25403458#0;1
781;-144208958#1;258;-25403458#0;4
782;-35200439#1;258;-25403458#0;2
783;-38281692;258;-25403458#0;2
784;-38281692;258;-25403458#0;3
785;-55741203#1;258;-25403458#0;4
786;-35013976;258;-25403458#0;6
787;-35823846#4;258;-25403458#0;5
788;-38281711#2;258;-25403458#0;8
789;-120162934#2;258;-25403458#0;5
790;-35823800;258;-25403458#0;2
791;-35823800;258;-25403458#0;5
792;-35823800;258;-25403458#0;5
793;-35823806;258;-25403458#0;4
794;-35823805#0;258;-25403458#0;3
795;-120162932#2;258;-25403458#0;4
796;-35823841#0;258;-25403458#0;10
797;-35823812#1;258;-25403458#0;9
798;-35823810;258;-25403458#0;8
799;-136121913;258;-25403458#0;6
8;-63530360#1;258;-25403458#0;13
80;-337954601#0;258;-25403458#0;1
800;-93772083#2;258;-25403458#0;3
801;-48766054#2;258;-25403458#0;3
802;-48766055;258;-25403458#0;6
803;-54446132#0;258;-25403458#0;3
804;-54107882;258;-25403458#0;3
805;-34091179#4;258;-25403458#0;6
806;-308788743;258;-25403458#0;5
807;-78352245;258;-25403458#0;8
808;-488050380;258;-25403458#0;10
809;-35823822#1;258;-25403458#0;9
81;-29073756#2;258;-25403458#0;4
810;-488516537;258;-25403458#0;5
811;-488516534;258;-25403458#0;6
812;-212042103;258;-25403458#0;10
813;-32953964#0;258;-25403458#0;6
814;-32906588;258;-25403458#0;6
815;-35823831#0;258;-25403458#0;20
816;484337479;258;-25403458#0;12
817;-31963736;258;-25403458#0;3
818;-35165130#1;258;-25403458#0;3
819;-152378859;258;-25403458#0;9
82;-145393541;258;-25403458#0;7
820;-484247179;258;-25403458#0;3
821;-746998595;258;-25403458#0;8
822;-367807853;258;-25403458#0;6
823;-484247183;258;-25403458#0;6
824;-38379334#1;258;-25403458#0;6
825;-104367022#3;258;-25403458#0;8
828;-24989072#0;258;-25403458#0;4
829;-154758445;258;-25403458#0;3
83;-30965811#3;258;-25403458#0;6
830;-24700615#0;258;-25403458#0;3
831;-154758445;258;-25403458#0;1
832;-24700615#0;258;-25403458#0;1
833;-144162329;258;-25403458#0;1
834;-872644904;258;-25403458#0;2
835;-986012523;258;-25403458#0;1
84;-124903985#1;258;-25403458#0;3
840;-68543362;258;-25403458#0;8
841;-484210998#1;258;-25403458#0;2
842;-24988349#3;258;-25403458#0;4
843;-199800832#3;258;-25403458#0;10
844;-199800832#0;258;-25403458#0;9
845;-120080440#3;258;-25403458#0;6
846;-484393111#0;258;-25403458#0;3
847;-24989206;258;-25403458#0;2
848;-24989206;258;-25403458#0;4
849;-199907861#1;258;-25403458#0;2
85;-137387684;258;-25403458#0;5
850;-120176533#1;258;-25403458#0;7
851;-66692825;258;-25403458#0;9
852;-484211004;258;-25403458#0;12
853;-24989074#0;258;-25403458#0;11
854;-154370089;258;-25403458#0;5
855;-144444032#1;258;-25403458#0;10
856;-308808822;258;-25403458#0;10
857;-154505592;258;-25403458#0;20
858;-29257620;258;-25403458#0;14
859;-81390855#0;258;-25403458#0;13
86;-137387703#4;258;-25403458#0;31
860;-81390855#1;258;-25403458#0;27
861;-485703094;258;-25403458#0;7
862;-150603215#3;258;-25403458#0;12
863;-142489332#0;258;-25403458#0;38
864;-127964160;258;-25403458#0;18
865;-295732688;258;-25403458#0;11
866;-295732673#3;258;-25403458#0;10
867;-142695926;258;-25403458#0;2
868;-485703678;258;-25403458#0;4
869;-37810965#1;258;-25403458#0;8
87;-137387703#2;258;-25403458#0;10
870;-144443902;258;-25403458#0;8
871;-144443785#0;258;-25403458#0;7
872;-111347764#0;258;-25403458#0;4
873;-29258084#5;258;-25403458#0;7
874;-29258084#0;258;-25403458#0;5
875;-986170777#0;258;-25403458#0;11
876;-169445351#1;258;-25403458#0;8
877;-24989072#1;258;-25403458#0;4
878;-61670775;258;-25403458#0;7
88;-495034972#3;258;-25403458#0;1
880;-872644900#1;258;-25403458#0;1
881;-104367025;258;-25403458#0;3
883;-144162414#1;258;-25403458#0;1
886;-144209076#1;258;-25403458#0;2
887;-294561132#3;258;-25403458#0;2
888;-24233859#0;258;-25403458#0;1
889;-144209069#1;258;-25403458#0;2
89;-539504869;258;-25403458#0;1
891;-144209065#0;258;-25403458#0;1
892;-144209071#1;258;-25403458#0;1
893;-288962870#1;258;-25403458#0;1
896;-81406712#4;258;-25403458#0;1
899;-222511689;258;-25403458#0;1
9;-64300828#1;258;-25403458#0;24
90;-88706412#0;258;-25403458#0;3
901;-144162374#3;258;-25403458#0;2
903;-24704414#3;258;-25403458#0;1
905;-87355087#2;258;-25403458#0;1
908;-155607287#1;258;-25403458#0;1
909;-213496108#1;258;-25403458#0;1
91;-26800731#0;258;-25403458#0;8
913;-155610981#0;258;-25403458#0;2
915;-144162343;258;-25403458#0;1
916;-24704395#0;258;-25403458#0;1
919;228406790#0;258;-25403458#0;1
92;-27091597#6;258;-25403458#0;11
924;-288903454;258;-25403458#0;1
929;-872644907;258;-25403458#0;1
93;-346364627;258;-25403458#0;24
930;-220606159;258;-25403458#0;2
932;-747060859;258;-25403458#0;2
935;-24720781#0;258;-25403458#0;1
937;-24720777#0;258;-25403458#0;1
939;-152294069#1;258;-25403458#0;1
94;-34182092;258;-25403458#0;1
942;-857021589#1;258;-25403458#0;1
945;-24720751#2;258;-25403458#0;1
